설문일련번호,설문제목,설문설명,설문항목번호,설문항목,항목별답변번호,항목별답변,답변응답수,설문등록일자,설문종료여부
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",13,주차장 이용은 편리하고 관리는 잘되고 있다고 생각하십니까 ?,1,전혀 그렇지 않다,47,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",13,주차장 이용은 편리하고 관리는 잘되고 있다고 생각하십니까 ?,2,그렇지 않다,73,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",13,주차장 이용은 편리하고 관리는 잘되고 있다고 생각하십니까 ?,3,보통이다,233,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",13,주차장 이용은 편리하고 관리는 잘되고 있다고 생각하십니까 ?,4,그렇다,55,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",13,주차장 이용은 편리하고 관리는 잘되고 있다고 생각하십니까 ?,5,매우 그렇다,4,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",14,향후 서울시 공원정책에서 개선이 필요한 부분은 다음 중 어떤 것이라고 생각하십니까? ,1,"공원의 추가조성 등 공원의 양적 확충	",52,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",14,향후 서울시 공원정책에서 개선이 필요한 부분은 다음 중 어떤 것이라고 생각하십니까? ,2,기 조성된 공원시설 유지관리 ,83,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",14,향후 서울시 공원정책에서 개선이 필요한 부분은 다음 중 어떤 것이라고 생각하십니까? ,3,문화행사 등 다양한 볼거리 제공,65,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",14,향후 서울시 공원정책에서 개선이 필요한 부분은 다음 중 어떤 것이라고 생각하십니까? ,4,공원이용 안전 및 치안관리,159,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",14,향후 서울시 공원정책에서 개선이 필요한 부분은 다음 중 어떤 것이라고 생각하십니까? ,5,직원 친절도 향상    ,14,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",14,향후 서울시 공원정책에서 개선이 필요한 부분은 다음 중 어떤 것이라고 생각하십니까? ,6,쓰레기 없는 깨끗한 공원 환경 조성,39,2012-08-28 10:19:24.0,종료
1183,서울시 공원 이용에 대한 시민여론 조사,"안녕하십니까?

서울시에서는 주요 공원에 대한 시민들의 이용에 대한 설문조사를 실시하고 있습니다. 본 조사는 공원에 대한 이용객들의 불편사항 및 의견을 수렴하여 이용객 중심의 서비스 체계를 수립하고, 공원 이용객이 더욱 행복해지는 서비스를 제공하기 위한 목적으로 이루어지고 있습니다. 

답변해 주신 내용은 모두 통계분석을 위해서만 사용되며, 귀하의 개인정보는 통계법 제33조에 의거하여 엄격히 보호됩니다. 바쁘시더라도 본 설문에 협조하여 주시면 대단히 감사하겠습니다.

2012년  8월



조사주관 : 서울특별시 공원녹지국 공원녹지정책과   연 락 처 : 2115-7528 ",15,평소 공원 이용에 대하여 무엇이든 자유롭게 의견을 말씀해주시기 바랍니다.,0,평소 공원 이용에 대하여 무엇이든 자유롭게 의견을 말씀해주시기 바랍니다.,,2012-08-28 10:19:24.0,종료
1201,test 입니다... 설문조사 아닙니다.,test ,1,선택해주세요,0,선택해주세요,,2012-08-31 15:17:59.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",1,다음 BI(Brand Identity) 중 선호하시는 BI 1개만 선택하여 기재하여 주시기 바랍니다.①~⑩,0,다음 BI(Brand Identity) 중 선호하시는 BI 1개만 선택하여 기재하여 주시기 바랍니다.①~⑩,,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,1,키워요! 창의인재 펼쳐요! 창의서울,34,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,2,"미래를 만드는 인재, 인재를 키우는 서울",53,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,3,키워요 창조전문인력 가꿔요 서울의 미래,19,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,4,"창조적 인재키움, 서울의 힘입니다.",26,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,5,Smart  창조교육 Smile 창조서울,14,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,6,"창조적인 인재지수, 서울의 경쟁지수",6,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,7,"창조인재 키우GO, 서울성장高",27,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,8,창의의 힘 나누고 서울의 경쟁력 더하고,18,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,9,창조적 생각이 서울을 바꿉니다,14,2012-08-31 18:25:52.0,종료
1202,『창조전문인력 양성』 사업 BI 및 슬로건 시민 선호도 조사," 안녕하십니까?

  서울시는 창조성과 전문성이 필요한 지식기반산업 분야 젊은 인재들의 역량을 제고하고, 나아가 다양한 분야간 융합을 통해 새로운 산업과 직업군을 개척할 수 있는 핵심 인재를 양성하기 위하여 대학, 기업 등과 연계하여 5개 세부사업으로 구성된 창조전문인력 양성을 진행하고 있습니다.  

1) 서울크리에이티브랩 : 창의적 융합인재 양성 및 도시사회 문제 해결을 위한 형태의 연구소     

2) 창조아카데미 : 유망 산업별 인력 수요를 반영한 대학 교과과정 개설을 통한 맞춤형 실무인력 양성

3) 캠퍼스 CEO 육성 : 실전적인 창업교육과정을 통하여 도전정신과 창업 능력을 갖춘 예비창업가 양성  

4) 모바일산업 선도 창조인력 양성 : 산업 수요를 반영한 대학 교과과정을 개설, 맞춤형 실무인력 양성

5) 기술지주회사 사업화 지원 : 대학 기술의 사업화 참여를 통하여 기술 사업화 전문인력 양성  

서울의 미래 경쟁력을 강화할 창조전문인력 양성사업 대표 이미지(BI)와 슬로건을 결정하기 위한  시민선호도 조사에 시민 여러분의 많은 참여를 부탁드립니다.

 &#9656;설문조사 문의처 : 서울특별시 산업통상진흥원 (02-380-3530)",2,다음 슬로건 중 선호하시는 슬로건 1개만 선택하여 기재하여 주시기 바랍니다.① ~ &#9331;,10,"창의적 인재키움, 서울의 희망키움",11,2012-08-31 18:25:52.0,종료
